Input:	0000000101000010101111001101110100101011
Output:	0x01584FFD

Input:	0000000010101110001010001001101110010000
Output:	0x00A1CA7B

Input:	0000000101001010010110001010101101010011
Output:	0x01415772

Input:	0000000101100001100111000100100001011001
Output:	0x01782694

Input:	0000000100111001000010001011111010111001
Output:	0x01232306

Input:	0000000011111010010111101111101111110011
Output:	0x00EF5726

Input:	0000000011111000010110101101010100001111
Output:	0x00E71765

Input:	0000000001100000011111011001110001001000
Output:	0x0068169D

Input:	0000000000011101010110010001001000000111
Output:	0x0003B757

Input:	0000000111110101110100001010100010011101
Output:	0x01F2B502

Input:	0000000101000100110011100100110010001000
Output:	0x015C9200

Input:	0000000010111011001100111110011111011101
Output:	0x00A76694

Input:	0000000000010110101100000100001011001111
Output:	0x0012CD5F

Input:	0000000110101110001010000100100001100000
Output:	0x01A1CB3E

Input:	0000000011011000100110101110101110000101
Output:	0x00D70706

Input:	0000000011111100110001101100010100001110
Output:	0x00FF9697

Input:	0000000100000001011010011010110001111010
Output:	0x01003958

Input:	0000000100011111000111110010110100010101
Output:	0x010FE706

Input:	0000000001110111000110001110101100111101
Output:	0x0062E704

Input:	0000000110000011000011001101010110111111
Output:	0x01886692

Input:	0000000000110000000101010100111000110110
Output:	0x002A0487

Input:	0000000101110110010000111111101111011101
Output:	0x0166D106

Input:	0000000000001101000111001111100101010110
Output:	0x0009A686

Input:	0000000010101110111011111101101011010001
Output:	0x00BDD692

Input:	0000000000011010110001101001001010110110
Output:	0x001F50A2

Input:	0000000000000000010101100010010001110010
Output:	0x000C153E

Input:	0000000111001110001100111110101110001101
Output:	0x01C5CD04

Input:	0000000010101011111101110000000111010110
Output:	0x00BD769C

Input:	0000000000010010000001010010011000000011
Output:	0x000A41E6

Input:	0000000101101000100110101001100000001011
Output:	0x0175075F

Input:	0000000010111110010011001010010001100011
Output:	0x00ABD3DF

Input:	0000000001010100110110010001110110100011
Output:	0x00529697

Input:	0000000000000111000000011011000001111001
Output:	0x0000E106

Input:	0000000001110010010001100111011100011101
Output:	0x006E5106

Input:	0000000001011111011001011100001011000101
Output:	0x004BF906

Input:	0000000100000011011111101001011010101100
Output:	0x010C7694

Input:	0000000001001101010110000101111101100001
Output:	0x0041B706

Input:	0000000110000001001000110010111111011011
Output:	0x01842931

Input:	0000000101001001011001000011000111101011
Output:	0x014939ED

Input:	0000000101101100010110111101111001000111
Output:	0x0165969E

Input:	0000000110110010010001101001010100110111
Output:	0x01AE5183

Input:	0000000111000101001001010110100101011000
Output:	0x01C8A835

Input:	0000000100000011001110100110101100101100
Output:	0x01046E04

Input:	0000000101010101010111010100010101110001
Output:	0x014AB692

Input:	0000000100110100000110101011110011101010
Output:	0x01268605

Input:	0000000100110000100100011101111000001111
Output:	0x0132053E

Input:	0000000110100011001110011110010011001000
Output:	0x01A06EBE

Input:	0000000001100011110000110001000010000110
Output:	0x00747692

Input:	0000000011011010000101111100000110110011
Output:	0x00CF45E7

Input:	0000000100111000001001100010011100010101
Output:	0x012F0902

Input:	0000000001011000110111011100111010000111
Output:	0x005B178E

Input:	0000000110100101001001001001110010011001
Output:	0x01A8A694

Input:	0000000111100001100110100111100100101011
Output:	0x01F42784

Input:	0000000110110010101100001011101100001011
Output:	0x01B24D3D

Input:	0000000100111101010001011000110010111100
Output:	0x012BB0E9

Input:	0000000011010010000011001000100011001010
Output:	0x00CA469E

Input:	0000000010111110011010010010110010110000
Output:	0x00A3DA34

Input:	0000000011011010101001101111100101010010
Output:	0x00DF48C2

Input:	0000000111011010100110100010110100000100
Output:	0x01D7462E

Input:	0000000000101001110011110100110000101010
Output:	0x003D369E

Input:	0000000100101100000111010000011111100011
Output:	0x012987C7

Input:	0000000000001111111011100100111101101000
Output:	0x001DFAC9

Input:	0000000111100011111100000111111001100001
Output:	0x01F07D06

Input:	0000000010011100111110101100111101011010
Output:	0x0097969E

Input:	0000000110010000001101011101001010101010
Output:	0x018A0CE9

Input:	0000000100100011111101001100000111100110
Output:	0x01387C62

Input:	0000000001110100000100011000111110011010
Output:	0x0062843D

Input:	0000000000101010011010010101010110101110
Output:	0x0031569B

Input:	0000000011001011011000001010011101100011
Output:	0x00C1798F

Input:	0000000001010010111011000101100101011101
Output:	0x005A5B00

Input:	0000000110011010111101011001010100111101
Output:	0x019B5D02

Input:	0000000000111110001111001001100111110011
Output:	0x002BC692

Input:	0000000011001100110111101001000010001110
Output:	0x00DD960F

Input:	0000000111000011010010000010001001010111
Output:	0x01C073E2

Input:	0000000111111010001000010010101000011110
Output:	0x01E348A8

Input:	0000000010100011011111110101110001111101
Output:	0x00AC7690

Input:	0000000011000100111110100001111110011110
Output:	0x00D49E5A

Input:	0000000010111000011011000010100000000001
Output:	0x00AB1B06

Input:	0000000100111110011100011101101101100000
Output:	0x0123DCBD

Input:	0000000011110000011110001001100010110001
Output:	0x00E21696

Input:	0000000011001011101001000111001001100111
Output:	0x00D969C6

Input:	0000000100001100010001001100011000111110
Output:	0x0109905B

Input:	0000000010111110001100010000000111010000
Output:	0x00A3CC3E

Input:	0000000101001010101111100101011111011110
Output:	0x015D4697

Input:	0000000110011011011001011001011011111010
Output:	0x018B784A

Input:	0000000101000010110000000101011001001011
Output:	0x0150511D

Input:	0000000001101101110111100111110110001111
Output:	0x007DB72D

Input:	0000000000010010010101100101001011001011
Output:	0x000E5695

Input:	0000000010100011110001110100100011011111
Output:	0x00BC7194

Input:	0000000100111110101000100110101010101100
Output:	0x0137C825

Input:	0000000110011000000111111011010101110111
Output:	0x018F072E

Input:	0000000111101101000000111111111100100101
Output:	0x01E5A696

Input:	0000000111001011010011001100100111100001
Output:	0x01C97306

Input:	0000000101101011010111001110010000001101
Output:	0x01697706

Input:	0000000100101110001100101111001111010011
Output:	0x0125CD52

Input:	0000000100101000000110001111001110111010
Output:	0x0121069B

Input:	0000000000100001011100011101110111010100
Output:	0x00203CEA

Input:	0000000110011010100010011001101011001101
Output:	0x01934306

Input:	0000000011101011011001010101010000011010
Output:	0x00E97823

Input:	0000000110000100101000000110000010100110
Output:	0x01908692

Input:	0000000111010011101111100110000000001001
Output:	0x01DE6F06

Input:	0000000000110000011010011000010010001011
Output:	0x00221B37

Input:	0000000001111110011000001110001101001101
Output:	0x0063D904

Input:	0000000111010001110000111100111000011010
Output:	0x01D6369F

Input:	0000000111110001111000011110011001000001
Output:	0x01F23906

Input:	0000000000100110001010100000101100100111
Output:	0x0024CB27

Input:	0000000101000000111010111100110011000110
Output:	0x01541A0C

Input:	0000000010000101101110111110011100001110
Output:	0x0094A69F

Input:	0000000001100011001101110010100110101011
Output:	0x006C6D04

Input:	0000000010011110010011111100010011110001
Output:	0x008FD306

Input:	0000000111101111011100100001101001001001
Output:	0x01E5FD04

Input:	0000000000001111000010011111000110011011
Output:	0x0001E698

Input:	0000000100010111000001011100001110100000
Output:	0x010AE006

Input:	0000000011011101111110111101101100000011
Output:	0x00D7BF06

Input:	0000000011100011010001010001110010000011
Output:	0x00E87176

Input:	0000000111111011010100111000111101001110
Output:	0x01E77692

Input:	0000000011100111010000011000110100111101
Output:	0x00E0F106

Input:	0000000011000000110010010000001111110001
Output:	0x00D01302

Input:	0000000101011010010111011011100111001001
Output:	0x014B5706

Input:	0000000100111010101111000101001101011100
Output:	0x013B4691

Input:	0000000100101100000011000000100001111000
Output:	0x012982CE

Input:	0000000100001100001001011010101101100011
Output:	0x0109897F

Input:	0000000111010011100111001100110111101111
Output:	0x01DA6745

Input:	0000000101010000001110111010100001001000
Output:	0x0146069A

Input:	0000000010111111110110100111100101101000
Output:	0x00B7F63F

Input:	0000000010001011000001110100110101010100
Output:	0x008D6020

Input:	0000000000010111100100001100000010111011
Output:	0x0012E5A6

Input:	0000000101000010100101001100101000001011
Output:	0x01584694

Input:	0000000001110110110001100100000011000001
Output:	0x007ED106

Input:	0000000011001010100101101110000100101000
Output:	0x00DD44BF

Input:	0000000100011111111000101001100000101010
Output:	0x0117F880

Input:	0000000000011011100010010110011111111010
Output:	0x00136691

Input:	0000000000100110101000010011010001101100
Output:	0x0030C8F2

Input:	0000000110101111111101101110010010001011
Output:	0x01BDFD57

Input:	0000000110110110111110100111001110101011
Output:	0x01B6DF54

Input:	0000000000011111011110001111010001110011
Output:	0x0003F696

Input:	0000000111010101000110011010010001101001
Output:	0x01C2A706

Input:	0000000110011001111001010001110111011110
Output:	0x019B3864

Input:	0000000011010111110010110100001011101100
Output:	0x00D6F239

Input:	0000000111110100101011001000101111000001
Output:	0x01FA8696

Input:	0000000110110000011001100111111100110000
Output:	0x01AE18BE

Input:	0000000111001000111010110111011000001001
Output:	0x01D51B06

Input:	0000000110101000100001110011001111111111
Output:	0x01BD01BF

Input:	0000000101100010010111111011000111000001
Output:	0x016C5696

Input:	0000000100011010010010110000011110010101
Output:	0x01075302

Input:	0000000111101011110001000111010011100000
Output:	0x01F97067

Input:	0000000101110001011001010010000110111111
Output:	0x016A3911

Input:	0000000001101101100000010101101011010110
Output:	0x0071A697

Input:	0000000110000000100001100001110110100101
Output:	0x019C0906

Input:	0000000010001001100000110011100000101000
Output:	0x0095202C

Input:	0000000110010000010101111011011111111000
Output:	0x018E143A

Input:	0000000100010011000101100011000000011011
Output:	0x010E6699

Input:	0000000100011011000000000001101001001011
Output:	0x010361ED

Input:	0000000010010010101100101011110100110010
Output:	0x00965D31

Input:	0000000001000011001011110111101001100110
Output:	0x004C6A2D

Input:	0000000011010100010000100010000001110010
Output:	0x00C69696

Input:	0000000011111011100110011100110000010000
Output:	0x00F3665F

Input:	0000000000101110111001010001011010011111
Output:	0x0039D97C

Input:	0000000001101000001111010101110011111010
Output:	0x00690EDB

Input:	0000000101100001011000101111100101110100
Output:	0x0164369A

Input:	0000000011001100101100010011100001111101
Output:	0x00D18D04

Input:	0000000110101000011100110010110110010100
Output:	0x01A51CA7

Input:	0000000100000011110101010011010000101110
Output:	0x01187454

Input:	0000000000010111110000000100001100011100
Output:	0x0012F698

Input:	0000000100100001001000101111111010011101
Output:	0x01242904

Input:	0000000011011001011001100110110101111011
Output:	0x00CF3980

Input:	0000000001110011100011110101110110101110
Output:	0x006E6306

Input:	0000000001101100011111000011110101101001
Output:	0x00699694

Input:	0000000010101110011011110010000111101110
Output:	0x00ADDAC1

Input:	0000000111111011100110011001101101001111
Output:	0x01F367EF

Input:	0000000000010000010111100110101101111001
Output:	0x000E1704

Input:	0000000000101110110001100001001001111101
Output:	0x003DD694

Input:	0000000000110111001100010111101101100110
Output:	0x0022EC24

Input:	0000000011101111101001100010110010000101
Output:	0x00FDE906

Input:	0000000101010000111000110011110010001111
Output:	0x015619B6

Input:	0000000101010100000101010101100000101111
Output:	0x014A8697

Input:	0000000100100001001101001110010011101010
Output:	0x01282C76

Input:	0000000101011101011000100010100010010001
Output:	0x0147B906

Input:	0000000011000110110101101101110110100010
Output:	0x00DCD414

Input:	0000000010110111000001011100010011001111
Output:	0x00AAE69D

Input:	0000000111010001011011111001100011001010
Output:	0x01CE3A5F

Input:	0000000010000011100010001000011111000001
Output:	0x00906306

Input:	0000000011101101110000000101101010100001
Output:	0x00F1B106

Input:	0000000101100101010101011001100111010101
Output:	0x0168B696

Input:	0000000111111010110110011101110110100110
Output:	0x01F356D3

Input:	0000000010000010010011111101001001111101
Output:	0x008C5304

Input:	0000000001111101001010100110101011010010
Output:	0x0067AA9B

Input:	0000000010000000011011011001010101110001
Output:	0x00881692

Input:	0000000111000110101110000010001101011001
Output:	0x01D0CF04

Input:	0000000101011011111010010000000110100001
Output:	0x01537B06

Input:	0000000111111111001100110111110010110100
Output:	0x01E7ECB6

Input:	0000000101000000111100001011010001010010
Output:	0x0150169F

Input:	0000000011101110000110000000100001101110
Output:	0x00E1C637

Input:	0000000111001101010111001111111000101011
Output:	0x01C9B7F4

Input:	0000000100000110110001110100010100100111
Output:	0x011CD15E

Input:	0000000110101000010101110101001010001000
Output:	0x01AD169E

Input:	0000000100000001110000000110010110100111
Output:	0x011031D7

Input:	0000000110110100010101101010111011110110
Output:	0x01AE94BB

Input:	0000000101101000110000101011001111100110
Output:	0x0175109D

Input:	0000000110011100110101100011011101111110
Output:	0x019F9699

Input:	0000000011101110011011110100100111010010
Output:	0x00EDDA55

Input:	0000000111001110011111100010010011010111
Output:	0x01CDDF52

Input:	0000000111100011101100011110111101100101
Output:	0x01F06D06

Input:	0000000011101100100110010011001000100010
Output:	0x00F18698

Input:	0000000111010000010100100100111000011110
Output:	0x01C614C5

Input:	0000000101101111011001111101010101001010
Output:	0x016DF944

Input:	0000000001010010000010101001001110100110
Output:	0x004642C2

Input:	0000000010000111011100001000110001010100
Output:	0x0080F69A

Input:	0000000010101100111100101100100100111011
Output:	0x00B59D79

Input:	0000000000010001110110011000111001010011
Output:	0x00123796

Input:	0000000001001011101011010101011011111000
Output:	0x00596AD8

Input:	0000000100100101000101101000011110011000
Output:	0x012CA69B

Input:	0000000011001110000111001101001100111001
Output:	0x00C9C702

Input:	0000000011100000011001100111110111110010
Output:	0x00EC180A

Input:	0000000001110000101111100010000010100010
Output:	0x007E0E0A

Input:	0000000110000000110100111011101100101111
Output:	0x0194169F

Input:	0000000010100101011011001100111010110101
Output:	0x00A8BB06

Input:	0000000111000110010100001101001101000000
Output:	0x01C0D462

Input:	0000000011100111010011110000001001010101
Output:	0x00ECF306

Input:	0000000101101001001101011111000001101101
Output:	0x01692694

Input:	0000000101111010001100010011010010101111
Output:	0x01634D45

Input:	0000000011101010101001100011100100000000
Output:	0x00FD488B

Input:	0000000000111000100001011111101110000011
Output:	0x003B01D6

Input:	0000000111101101000000001110001011100101
Output:	0x01E1A696

Input:	0000000010110100101111110010011001000001
Output:	0x00BE8F06

Input:	0000000111010100100110101010100110011111
Output:	0x01D687CE

Input:	0000000100110101110100101000101100110001
Output:	0x0136B502

Input:	0000000100001111110010101110011100110001
Output:	0x0115F692

Input:	0000000011101011101101001111100110000110
Output:	0x00F96CA1

Input:	0000000010010001010000011110111011111111
Output:	0x0082318A

Input:	0000000101101101100000001000111000110101
Output:	0x0171A106

Input:	0000000000001111101001100000001111111000
Output:	0x001DE690

Input:	0000000100110101101001111101101100111101
Output:	0x013EA904

Input:	0000000100011000100001010111000110010100
Output:	0x011B005A

Input:	0000000110001111100111001111101011101110
Output:	0x0199E6E8

Input:	0000000100010010100000110101001001000010
Output:	0x01364696

Input:	0000000111010011111100001100100111100101
Output:	0x01D27D06

Input:	0000000101111010110001100110110100010110
Output:	0x017F50A7

Input:	0000000100011110011100011111111111010100
Output:	0x0103DC69

Input:	0000000111111001010110001111000110100000
Output:	0x01E33697

Input:	0000000000110100100110101000101110111000
Output:	0x003686B3

Input:	0000000111101110101010101000000101000101
Output:	0x01F5CB06

Input:	0000000011000001100111000011110011010101
Output:	0x00D82706

Input:	0000000011010000111000100001111000000101
Output:	0x00D61696

Input:	0000000111101101000111010100100001101110
Output:	0x01E9A61E

Input:	0000000110111010100011100001010110101110
Output:	0x01BF4B15

Input:	0000000100111100101110011101011011110010
Output:	0x01338E8B

Input:	0000000001011001000111010100010101010011
Output:	0x004B269E

Input:	0000000111010111101100010011010001011010
Output:	0x01D2EC8F

Input:	0000000111011110100001011011000001010101
Output:	0x01DBC102

Input:	0000000010001101001010001000001100101111
Output:	0x0081AB6F

Input:	0000000111111110101001110011010111101110
Output:	0x01FFC69F

Input:	0000000111100000101101000011101111011101
Output:	0x01F80D06

Input:	0000000001111111111111110011011000001111
Output:	0x007FFF6D

Input:	0000000110111110001000011110100110000000
Output:	0x01A3C8D0

Input:	0000000010010010100011101011010100100100
Output:	0x009E4692

Input:	0000000011101000010101100111101101110100
Output:	0x00ED149F

Input:	0000000011000000000011111100001111111001
Output:	0x00CC0302

Input:	0000000111000001101011000101011111111101
Output:	0x01D82B02

Input:	0000000111010001101101001011000000000111
Output:	0x01DA269E

Input:	0000000101011100111001011011010110000000
Output:	0x015B981B

Input:	0000000010001111001101010110011000101101
Output:	0x0089ED04

Input:	0000000001101000011010111100010110000010
Output:	0x00651A0B

Input:	0000000011101000000001001101001000111000
Output:	0x00E9069C

Input:	0000000111010011011001010010001000010100
Output:	0x01CA788B

Input:	0000000110111110011100000100110011010111
Output:	0x01A3DD9F

Input:	0000000010000100001111000111001101011101
Output:	0x00888F04

Input:	0000000111111010001001000111001010101011
Output:	0x01EB469D

Input:	0000000101000101110011110110111011100110
Output:	0x015CB2A2

Input:	0000000001100110110101001010010101011111
Output:	0x0078D521

Input:	0000000101111111000100000101110101000101
Output:	0x0163E706

Input:	0000000100000010011100101001000010110101
Output:	0x01045696

Input:	0000000010101101100111001001111001101110
Output:	0x00B9A655

Input:	0000000001111101101110011011011000111000
Output:	0x0073AE28

Input:	0000000010111011000001001111110010111110
Output:	0x00AB600B

Input:	0000000100111001011101111001110000001011
Output:	0x012F3696

Input:	0000000011011110101111001000011111110111
Output:	0x00DBCF63

Input:	0000000000000011101100011000101000101101
Output:	0x00106D06

Input:	0000000010100110011001000000111010110011
Output:	0x00A8D9D2

Input:	0000000000011001101101100111011110110001
Output:	0x001F2696

Input:	0000000111000010111011000111110100001000
Output:	0x01D85AED

Input:	0000000011111011111010000101011000010101
Output:	0x00F37B06

Input:	0000000100000111011000010001000100010111
Output:	0x0100F962

Input:	0000000101010110111001110010101001110111
Output:	0x015ED69E

Input:	0000000001000110110101101111101010110010
Output:	0x005CD4C0

Input:	0000000001111010011010110000111010111010
Output:	0x00675A6B

Input:	0000000100011100110000001101000011001010
Output:	0x01139564

Input:	0000000101001101100111110000110010010101
Output:	0x015DA692

Input:	0000000111000001000100000000110100110100
Output:	0x01C02452

Input:	0000000010010011001110011110100000011010
Output:	0x00826E4A

Input:	0000000000010011010100000001101010011110
Output:	0x00027555

Input:	0000000011100001111100110100110010100010
Output:	0x00F4369A

Input:	0000000111011001000100110110110010001100
Output:	0x01C72490

Input:	0000000001001001110001110010100000100101
Output:	0x005D3106

Input:	0000000011100100110010110111001101110001
Output:	0x00F49306

Input:	0000000111110000110100110011011111101110
Output:	0x01F6169A

Input:	0000000001011011010000111001100110101000
Output:	0x00477095

Input:	0000000010011101100111110111110101110101
Output:	0x009FA706

Input:	0000000010100100000101110100100100000001
Output:	0x00AC8506

Input:	0000000111000110011100100000101100111001
Output:	0x01C4D696

Input:	0000000100110001101111001100001111011100
Output:	0x013A2E5A

Input:	0000000110011000000000100000001110011100
Output:	0x018700FC

Input:	0000000001001011010010011111111111111000
Output:	0x00417288

Input:	0000000110011111000110110010101000001110
Output:	0x0187E69E

Input:	0000000110001111000111011110111111111101
Output:	0x0189E706

Input:	0000000101100100011100100010101010010111
Output:	0x01649DC2

Input:	0000000110011101010111001100101101110011
Output:	0x018BB787

Input:	0000000001110001000100110100110101100100
Output:	0x00662690

Input:	0000000100110101001100011101111001000011
Output:	0x0122AD97

Input:	0000000001001010010110000000010111110010
Output:	0x004156B1

Input:	0000000101010110000111100011010001011100
Output:	0x014EC63A

Input:	0000000110100100011100000000100010010001
Output:	0x01A09692

Input:	0000000001011110010001110011001111000110
Output:	0x004FD020

Input:	0000000011010010010100100011100110110100
Output:	0x00C65424

Input:	0000000011000000001100110100001000000100
Output:	0x00C40CC5

Input:	0000000011111111110001000011100111010010
Output:	0x00FBF692

Input:	0000000010101100100010100110110000011010
Output:	0x00B58234

Input:	0000000101000011001110010100011111100000
Output:	0x01406E6B

Input:	0000000011001010101010000110000000001000
Output:	0x00D14AF5

Input:	0000000001110000000110000001011011100111
Output:	0x0062069E

Input:	0000000101110000011100110011110101010111
Output:	0x01661DEE

Input:	0000000010101100010100101110110111110111
Output:	0x00A595F3

Input:	0000000100100111011100010100100101101000
Output:	0x0120FCA6

Input:	0000000111011011000111011001100100001100
Output:	0x01CB669E

Input:	0000000110010000101000000010100101101101
Output:	0x01920906

Input:	0000000000110010100001101101110111100111
Output:	0x003E411E

Input:	0000000101101010000111001010011110100001
Output:	0x01694706

Input:	0000000010010111010011010100000000111110
Output:	0x008AF69F

Input:	0000000100001011101000100011001101010111
Output:	0x0115692B

Input:	0000000100010000100000000101001101100000
Output:	0x0112003D

Input:	0000000110101101111101111111011111001000
Output:	0x01BDBC79

Input:	0000000000100101011101010000101010011011
Output:	0x0028B691

Input:	0000000111011001110011010111001111110101
Output:	0x01DB3302

Input:	0000000001111110111010011000101100000000
Output:	0x0073DAD6

Input:	0000000110000110110000010000011110110001
Output:	0x0190D102

Input:	0000000001010101100111001101001110000100
Output:	0x005AA699

Input:	0000000110001101110101001010110110010011
Output:	0x0199B593

Input:	0000000000100111111100111011101000010111
Output:	0x0034FD12

Input:	0000000101010101101000111010110010000100
Output:	0x0156A89F

Input:	0000000110001100000111111111111100001111
Output:	0x018D8696

Input:	0000000010110010110001011100110100100100
Output:	0x00BA5005

Input:	0000000100011000011101101001101111110001
Output:	0x010F1D02

Input:	0000000001010101111000100110100011010110
Output:	0x0056B810

Input:	0000000101011000011011111100101011101010
Output:	0x014F1695

Input:	0000000110100001101101100100111101001110
Output:	0x01BC2CCA

Input:	0000000000000010010111101101011010100011
Output:	0x000C57EE

Input:	0000000010101110001000011100110100111001
Output:	0x00A1C904

Input:	0000000100111000010010110101000010010011
Output:	0x0127169F

Input:	0000000110001110000011100101010000001110
Output:	0x018DC369

Input:	0000000111100110101010110001000010110110
Output:	0x01F5CB1B

Input:	0000000001110001101111110111011000011101
Output:	0x007E2F02

Input:	0000000001000100110100010111011011001000
Output:	0x00509694

Input:	0000000010100111111011001001001110010000
Output:	0x00B8FA4F

Input:	0000000011000110001111010100101001111000
Output:	0x00C8CECE

Input:	0000000011111110010101101110111111101100
Output:	0x00EFD49B

Input:	0000000011000011001110100111011000111010
Output:	0x00C46699

Input:	0000000111000110010110100100000001000110
Output:	0x01C4D663

Input:	0000000000011110111110001101100110000010
Output:	0x0013DD27

Input:	0000000101000111001011011001101101001011
Output:	0x0148EB4E

Input:	0000000001010010100000000000110111100010
Output:	0x00524698

Input:	0000000011011011101001110111110011001110
Output:	0x00DF6851

Input:	0000000111111111000011000110101010101011
Output:	0x01EBE305

Input:	0000000111001000011111100111111101101110
Output:	0x01CD1EB7

Input:	0000000111001101001111010110001000000101
Output:	0x01C9A696

Input:	0000000010110000011001011111001011100111
Output:	0x00AA194E

Input:	0000000101110011100100110001001000000001
Output:	0x01766506

Input:	0000000011000000001001011110011011101111
Output:	0x00C80994

Input:	0000000110100110010000100101100110100111
Output:	0x01A4D69E

Input:	0000000011100101000101111011101111101000
Output:	0x00ECA44E

Input:	0000000101100001101101001101010000111001
Output:	0x01782D02

Input:	0000000110010111000100010101000100000100
Output:	0x0182E4DB

Input:	0000000111110010010001000010100101110001
Output:	0x01EA5692

Input:	0000000111100001100111001011010110010101
Output:	0x01F82706

Input:	0000000001101101000111011111010001011011
Output:	0x0069A77C

Input:	0000000100000100101001100011001110101110
Output:	0x011C885E

Input:	0000000101100011000000010101011100110111
Output:	0x01606697

Input:	0000000110001111110010011100001101010110
Output:	0x0191F2F3

Input:	0000000000101001100111101000010100011101
Output:	0x003D2700

Input:	0000000110100101011110000100110110110100
Output:	0x01A0BE8D

Input:	0000000000110101110001110100100100010001
Output:	0x003EB696

Input:	0000000101101001110111010101110010100010
Output:	0x0179365F

Input:	0000000101110100101110011110000011000001
Output:	0x01728F06

Input:	0000000100010100110111010001000010101011
Output:	0x011A9787

Input:	0000000111111101010110111101010000000000
Output:	0x01E7B690

Input:	0000000000011111111110110000000010010011
Output:	0x0017FF82

Input:	0000000000001110111001010000110001110101
Output:	0x0019D906

Input:	0000000101011000111000001011010110011011
Output:	0x015319CE

Input:	0000000010010000000110001110000110000100
Output:	0x00820696

Input:	0000000011110101110110110110000011100001
Output:	0x00F6B706

Input:	0000000010110001010010011111010110000011
Output:	0x00A2332E

Input:	0000000111111011011010111101001111001100
Output:	0x01E77A20

Input:	0000000011111011111010010000010010000101
Output:	0x00F37696

